day,start time,duration,room name,track,title,participants
Mon,12:00 PM,1:00,Paul Revere B,Fan Interest,Poly 350: Polyamory and the Media,"Alan Wexelblat, Bey Woodward, Mike Schneider, Aimee Bouchard"
Mon,12:00 PM,1:00,Room 201,Science,The International Year of Astronomy in Review,"Frank Wu, Steven Hammond,  Ctein"
Mon,12:00 PM,4:00,Thomas Paine AB,Gaming,Collateral Damage - table top game,Bill Todd
Mon,12:00 PM,1:00,William Dawes A,Music,Fannish Music: An Overview,"Marlin May, Stephanie Clarkson, James Hinsey, Benjamin Newman"
Mon,12:00 PM,1:00,William Dawes B,Media,The Invasion Will Be Televised,"Don Sakers, James A. Wolf, Dr. James Prego"
Mon,1:00 PM,1:00,Fast Track 1,Fast Track,How to Draw a Dragon,Frank Wu
Mon,1:00 PM,1:00,Haym Solomon,Media,The State of SyFy (nee Sci-Fi Channel),"James Zavaglia, Cynthia A Shettle, David Sklar"
Mon,1:00 PM,1:00,Paul Revere A,Fan Interest,Convention Feedback 3,"Samantha Dings, Crystal Huff, Richard Kovalcik, Jill Eastlake, Benjamin Levy, Michael Sprague, Noel Rosenberg"
Mon,1:00 PM,1:00,Paul Revere B,Media,The Casting Couch,"James A. Wolf, Lauren Grover"
Mon,1:00 PM,1:00,William Dawes A,Fan Interest,"Metaphors, Memes, and the Mainstreaming of SF","Howard G Beatman, Eric M Van, Sarah Goodman, Ethan Gilsdorf"
Mon,1:00 PM,1:00,William Dawes B,Costuming,You Might Be A Costumer IF...,"Ann Catelli, Kristina Finan, Nightwing Whitehead, Catt Kingsgrave-Ernstein"
Mon,2:00 PM,1:00,Crispus Attucks,Music,Kipling Songs,"Jeff Keller, Sonya Taaffe"
Mon,2:00 PM,2:00,Fast Track 1,Fast Track,Playground Games,Elayna Jade Smolowitz
Mon,2:00 PM,1:00,Haym Solomon,Media,It's a Disaster!,"Terry Franklin, Ken Gale, Jennifer Williams, Tom Wysmuller, Catherine Kane"
Mon,2:00 PM,1:00,Paul Revere A,Fan Interest,The Ephemeral City,"dkap, Starwolf, Kevin Wiley"
Mon,2:00 PM,1:00,Paul Revere B,Media,Stargate: Universe,"James Zavaglia, Robert Hafner, Dr. James Prego"
Mon,2:00 PM,1:00,William Dawes A,Fan Interest,Nerdus Americanus: The American Nerd ,"Israel Peskowitz, David Larochelle, Eric Zuckerman, Ethan Gilsdorf"
Mon,2:00 PM,1:00,William Dawes B,Literature,The Art of Comics,"Alex Newman, Mercy E Van Vlack, Dirk Tiede, Matt Ryan, Steve Kanaras"
Mon,3:00 PM,2:00,Crispus Attucks,Music,Dead Dog Open Filk,Kate Farb-Johnson
Mon,3:00 PM,1:00,Paul Revere A,Media,40 Years of Sesame Street,"Stephanie Clarkson, Daniel Miller, Dr. Jason S. Schneiderman"
Mon,3:00 PM,1:00,Paul Revere B,Fan Interest,"Ethics, Business, and the Future","Michael Whitehouse, Mark L Van Name, Stephen R Balzac, James B Van Bokkelen"
Mon,3:00 PM,1:00,William Dawes A,Literature,SF Resurgence in Comics,"Marlin May, Mark Waks, Jaime Garmendia, Steve Kanaras"
